-6.88E-02,-6.54E-02
-4.94E-02,-5.09E-02
2.02E-02,3.29E-03
8.47E-03,6.71E-03
2.52E-02,-3.98E-02
-1.64E-02,2.76E-02
-1.38E-02,1.35E-02
-1.40E-02,3.25E-03
1.13E-02,6.64E-03
5.09E-02,-1.96E-02
-1.08E-02,-2.69E-02
-2.76E-03,-1.38E-02
5.40E-03,0.00E+00
1.36E-02,-3.42E-03
1.33E-02,-1.05E-02
3.43E-02,4.96E-02
4.08E-02,2.36E-02
4.86E-03,-3.39E-03
-4.63E-02,-4.29E-02
1.29E-02,-3.55E-03
3.03E-02,1.05E-02
4.86E-03,3.09E-02
2.44E-02,-3.34E-02
3.34E-02,3.80E-02
3.22E-02,-2.67E-02
8.04E-02,1.72E-02
-5.37E-02,-3.69E-02
-5.24E-02,-1.04E-02
4.57E-03,3.86E-02
-1.83E-02,3.48E-03
-2.80E-02,-2.71E-02
-2.41E-02,-1.04E-02
-1.98E-02,-3.50E-02
4.53E-02,-3.73E-03
2.88E-02,6.21E-02
-2.34E-02,2.74E-02
-4.55E-02,-4.01E-02
4.76E-02,-2.10E-02
-2.87E-02,-1.43E-02
0.00E+00,2.17E-02
4.88E-03,1.42E-02
5.39E-02,3.14E-02
3.26E-02,-1.02E-02
-1.36E-02,3.76E-02
-2.74E-02,2.96E-02
2.82E-02,3.28E-03
-2.74E-02,-7.65E-02
-3.28E-02,6.92E-03
4.81E-03,-2.73E-02
-2.42E-02,-3.53E-02
4.46E-02,2.55E-02
-1.42E-02,-2.12E-02
3.84E-02,-2.56E-02
3.70E-02,3.83E-03
3.57E-02,-3.81E-03
-1.29E-02,0.00E+00
1.75E-02,2.63E-02
2.14E-02,7.12E-03
4.26E-03,3.70E-03
-2.51E-02,-3.69E-03
0.00E+00,-1.43E-02
-5.58E-02,-3.67E-02
-5.00E-02,3.81E-02
1.43E-02,0.00E+00
4.68E-03,-3.30E-02
9.42E-03,6.43E-02
-2.33E-02,-3.87E-02
-1.43E-02,-7.42E-03
-2.42E-02,-3.39E-02
-1.98E-02,3.96E-03
-1.06E-01,-3.87E-02
1.42E-02,1.60E-02
-1.67E-02,-1.58E-02
-1.42E-02,-1.21E-02
-8.61E-03,-4.15E-03
-5.75E-03,-8.15E-03
3.20E-02,-1.66E-02
5.09E-02,2.53E-02
-2.73E-03,-8.15E-03
-5.47E-03,0.00E+00
-5.69E-02,-4.55E-02
-1.72E-02,-1.72E-02
-2.63E-02,-2.65E-02
-4.81E-02,-1.80E-02
4.42E-02,4.14E-02
-9.06E-03,-4.30E-03
3.46E-02,0.00E+00
-4.48E-02,-2.67E-02
-9.06E-02,-7.31E-02
6.88E-03,0.00E+00
1.03E-02,-3.44E-02
-3.38E-03,-6.14E-03
-1.70E-02,-2.87E-02
3.45E-03,1.47E-02
-3.10E-02,-7.28E-02
-6.94E-03,-3.38E-02
1.77E-02,1.02E-01
4.92E-02,3.59E-02
3.33E-02,7.45E-02
1.62E-02,9.47E-02
-1.28E-02,4.41E-03
6.46E-03,-2.15E-02
3.21E-02,1.75E-02
6.22E-03,8.61E-03
-2.16E-02,-6.43E-02
3.79E-02,9.13E-03
2.12E-02,6.84E-02
3.88E-02,7.66E-02
2.87E-03,-6.73E-02
-2.29E-02,-2.12E-02
1.46E-02,-1.72E-02
-1.15E-02,-1.32E-02
-1.46E-02,-8.88E-03
2.07E-02,8.96E-03
5.81E-03,-8.88E-03
2.89E-03,0.00E+00
-2.01E-02,-2.25E-02
5.88E-03,3.22E-02
1.46E-02,1.34E-02
2.01E-02,2.20E-02
2.24E-02,0.00E+00
2.76E-03,3.45E-02
5.50E-03,4.16E-02
1.92E-02,6.00E-02
2.69E-03,1.89E-02
2.14E-02,-1.47E-02
-2.36E-02,-5.27E-02
3.22E-02,1.58E-02
2.60E-03,0.00E+00
-1.82E-02,-1.16E-02
0.00E+00,0.00E+00
4.75E-02,3.95E-02
2.27E-02,-1.14E-02
-9.87E-03,1.92E-02
-3.24E-02,0.00E+00
-2.46E-03,-1.89E-02
-2.58E-02,0.00E+00
-5.30E-03,7.65E-03
-2.40E-02,-6.48E-02
0.00E+00,3.97E-03
2.18E-02,8.28E-03
5.34E-03,8.02E-03
1.59E-02,3.20E-02
1.31E-02,3.48E-02
-7.74E-03,0.00E+00
-5.20E-03,3.81E-03
2.62E-03,2.61E-02
-5.22E-03,7.24E-03
-2.62E-03,2.89E-02
2.62E-02,4.56E-02
3.33E-02,-1.68E-02
1.49E-02,-2.38E-02
-2.44E-02,3.40E-03
0.00E+00,1.05E-02
